date,time_entry,time_exit,setup,contract,dte,strike,c_or_p,qty,entry_px,exit_px,tp1_px,premium_paid,dollar_pnl,pct_return_on_premium,exit_reason,rejection_level,triggers_fired,delta_at_entry,iv_at_entry,iv_regime,vix_at_entry,tod_bucket,hold_minutes,bars_held,max_adverse_premium,max_favorable_premium
2026-04-07,09:45:00,09:50:00,BEARISH_REJECTION_RIDE_THE_RIBBON,SPY 2026-04-07 655P,0,655,P,3,2.04,1.46,,610.53,-172.59,-0.2827,EXIT_ALL_LEVEL_STOP,655.0,level_rejection|ribbon_flip,-0.5335,0.262,HIGH,26.2,OPEN_DRIVE,5,1,1.44,2.18
2026-04-07,10:05:00,10:15:00,BEARISH_REJECTION_RIDE_THE_RIBBON,SPY 2026-04-07 652P,0,652,P,3,1.65,1.21,,494.57,-132.61,-0.2681,EXIT_ALL_LEVEL_STOP,653.22,level_rejection|confluence,-0.465,0.2716,HIGH,27.16,OPEN_DRIVE,10,2,1.13,1.65
2026-04-07,10:55:00,11:15:00,BEARISH_REJECTION_RIDE_THE_RIBBON,SPY 2026-04-07 653P,0,653,P,3,1.88,1.88,2.44,563.11,112.62,0.2,TP1_THEN_RUNNER_BE_STOP,653.22,level_rejection|confluence,-0.5352,0.2675,HIGH,26.75,MORNING,20,4,1.23,2.81
2026-04-07,11:20:00,11:25:00,BEARISH_REJECTION_RIDE_THE_RIBBON,SPY 2026-04-07 652P,0,652,P,3,1.41,1.03,,421.85,-112.67,-0.2671,EXIT_ALL_LEVEL_STOP,653.0,level_rejection|confluence,-0.4556,0.2692,HIGH,26.92,MORNING,5,1,1.01,1.41
2026-04-07,11:35:00,11:50:00,BEARISH_REJECTION_RIDE_THE_RIBBON,SPY 2026-04-07 653P,0,653,P,3,1.54,1.36,,462.19,-55.58,-0.1202,EXIT_ALL_LEVEL_STOP,653.22,level_rejection|confluence,-0.4954,0.2663,HIGH,26.63,MIDDAY,15,3,1.3,1.76
2026-04-07,15:05:00,15:10:00,BEARISH_REJECTION_RIDE_THE_RIBBON,SPY 2026-04-07 654P,0,654,P,3,0.84,0.49,,252.85,-104.42,-0.413,EXIT_ALL_LEVEL_STOP,654.0,level_rejection|ribbon_flip,-0.5418,0.2774,HIGH,27.74,AFTERNOON,5,1,0.45,0.84
2026-04-10,14:20:00,14:50:00,BEARISH_REJECTION_RIDE_THE_RIBBON,SPY 2026-04-10 679P,0,679,P,3,0.52,0.52,0.67,155.54,31.11,0.2,TP1_THEN_RUNNER_BE_STOP,679.65,level_rejection|confluence,-0.3942,0.198,MID,19.8,AFTERNOON,30,6,0.48,0.73
2026-04-21,11:25:00,11:45:00,BEARISH_REJECTION_RIDE_THE_RIBBON,SPY 2026-04-21 707P,0,707,P,3,1.43,1.18,,428.34,-72.98,-0.1704,EXIT_ALL_LEVEL_STOP,707.0,level_rejection|ribbon_flip,-0.5359,0.1977,MID,19.77,MORNING,20,4,0.99,1.79
2026-04-21,12:40:00,12:45:00,BEARISH_REJECTION_RIDE_THE_RIBBON,SPY 2026-04-21 706P,0,706,P,3,1.17,0.82,,352.29,-106.01,-0.3009,EXIT_ALL_LEVEL_STOP,706.14,level_rejection|confluence,-0.5193,0.2009,MID,20.09,MIDDAY,5,1,0.8,1.17
2026-04-21,12:50:00,13:00:00,BEARISH_REJECTION_RIDE_THE_RIBBON,SPY 2026-04-21 706P,0,706,P,3,1.01,1.01,1.32,304.15,60.83,0.2,TP1_THEN_RUNNER_BE_STOP,706.14,level_rejection|confluence,-0.4814,0.2004,MID,20.04,MIDDAY,10,2,0.89,1.32
2026-04-21,13:50:00,14:30:00,BEARISH_REJECTION_RIDE_THE_RIBBON,SPY 2026-04-21 706P,0,706,P,3,0.98,0.98,1.27,293.74,58.75,0.2,TP1_THEN_RUNNER_BE_STOP,706.14,level_rejection|confluence,-0.5323,0.1998,MID,19.98,MIDDAY,40,8,0.61,1.6
2026-04-23,13:15:00,13:30:00,BEARISH_REJECTION_RIDE_THE_RIBBON,SPY 2026-04-23 707P,0,707,P,3,1.25,1.25,1.62,374.59,74.92,0.2,TP1_THEN_RUNNER_BE_STOP,707.0,level_rejection|ribbon_flip,-0.5683,0.2028,MID,20.28,MIDDAY,15,3,0.76,1.68
2026-04-23,13:40:00,13:50:00,BEARISH_REJECTION_RIDE_THE_RIBBON,SPY 2026-04-23 704P,0,704,P,3,1.1,1.1,1.43,329.08,65.82,0.2,TP1_THEN_RUNNER_BE_STOP,704.08,level_rejection|confluence,-0.5372,0.2131,MID,21.31,MIDDAY,10,2,0.13,2.04
2026-04-23,15:35:00,15:40:00,BEARISH_REJECTION_RIDE_THE_RIBBON,SPY 2026-04-23 708P,0,708,P,3,0.63,0.31,,188.48,-94.24,-0.5,EXIT_ALL_PREMIUM_STOP,707.95,level_rejection|ribbon_flip,-0.6718,0.1949,MID,19.49,POWER_HOUR,5,1,0.31,0.82
2026-04-28,09:50:00,13:35:00,BEARISH_REJECTION_RIDE_THE_RIBBON,SPY 2026-04-28 712P,0,712,P,3,1.58,1.58,2.06,475.48,95.1,0.2,TP1_THEN_RUNNER_BE_STOP,712.29,level_rejection|ribbon_flip|confluence,-0.5374,0.187,MID,18.7,OPEN_DRIVE,225,45,1.19,3.09
2026-04-29,12:30:00,12:35:00,BEARISH_REJECTION_RIDE_THE_RIBBON,SPY 2026-04-29 709P,0,709,P,3,1.02,0.84,,306.69,-55.0,-0.1793,EXIT_ALL_LEVEL_STOP,709.25,level_rejection|confluence,-0.4842,0.1897,MID,18.97,MIDDAY,5,1,0.81,1.05
2026-04-29,14:05:00,14:15:00,BEARISH_REJECTION_RIDE_THE_RIBBON,SPY 2026-04-29 709P,0,709,P,3,0.87,0.43,,260.77,-130.39,-0.5,EXIT_ALL_PREMIUM_STOP,709.25,level_rejection|ribbon_flip|confluence,-0.5304,0.1889,MID,18.89,AFTERNOON,10,2,0.38,1.07
2026-04-29,14:25:00,14:35:00,BEARISH_REJECTION_RIDE_THE_RIBBON,SPY 2026-04-29 709P,0,709,P,3,0.61,0.61,0.79,181.68,36.34,0.2,TP1_THEN_RUNNER_BE_STOP,709.25,level_rejection|confluence,-0.4494,0.1874,MID,18.74,AFTERNOON,10,2,0.23,0.82
2026-05-04,10:00:00,10:10:00,BEARISH_REJECTION_RIDE_THE_RIBBON,SPY 2026-05-04 720P,0,720,P,3,1.15,0.84,,345.56,-93.52,-0.2706,EXIT_ALL_LEVEL_STOP,720.67,level_rejection|confluence,-0.4595,0.1741,MID,17.41,OPEN_DRIVE,10,2,0.76,1.36
2026-05-04,11:15:00,13:15:00,BEARISH_REJECTION_RIDE_THE_RIBBON,SPY 2026-05-04 719P,0,719,P,3,1.3,1.3,1.7,391.17,78.23,0.2,TP1_THEN_RUNNER_BE_STOP,720.15,level_rejection|ribbon_flip,-0.5277,0.1788,MID,17.88,MORNING,120,24,1.2,4.09
