tick_id,fire_at,decision,claimed_spy,claimed_bar_label,last_closed_bar_open,last_closed_close,in_progress_bar_open,in_progress_close_so_far,in_progress_high,in_progress_low,divergence_vs_closed,divergence_dollars,ribbon_cents,bear_score,bull_score,classification,notes
36,11:18:01,HOLD,760.05,11:18,11:10,759.9600219726562,11:15,760.1300048828125,760.1699829101562,759.9400024414062,0.09,0.09,123,4,6,MISALIGNED-BENIGN,spy=760.05 ribbon=123c(bull) vix=16.01(flat) bear=4/10 bull=6/11 htf=null | bull filtered by volume_divergence
39,11:27:01,ERROR_ALPACA,759.92,11:27,11:20,760.2050170898438,11:25,759.8900146484375,760.2849731445312,759.8499755859375,-0.285,-0.285,,,,STALE_PAUSED,"spy=759.92 ribbon=BULL(stale) vix=16.02(falling) | pending order canceled 36m ago, position cleared, stale state detected"
41,11:33:01,HOLD_DEV,759.77,11:33,11:25,759.8900146484375,11:30,759.7999877929688,759.8699951171875,759.6799926757812,-0.12,-0.12,125,4,9,MISALIGNED-BENIGN,spy=759.77 ribbon=125c(BULL) vix=16.04(falling) bear=4/10 bull=9/11 htf=null | bull_9/11_filter10_red_bar_low_vol; ribbon_intact_BULL_125c_m
42,11:36:01,SKIP_STALE,759.86,11:36,11:30,759.7999877929688,11:35,759.780029296875,760.0399780273438,759.739990234375,0.06,0.06,118,,,STALE_PAUSED,spy=759.86 ribbon=118c(BULL) vix=16.04(cached_45m) | no_new_closed_bar_between_ticks
45,11:45:01,HOLD_DEV,759.64,11:45,11:40,759.7000122070312,11:45,759.72998046875,759.9299926757812,759.5999755859375,-0.06,-0.06,103,4,9,MISALIGNED-BENIGN,"spy=759.64 ribbon=103c(BULL) vix=16.04(falling-cached) bear=4/10 bull=9/11 | bull blocked filter_10_red_bar, awaiting next closed bar 11:50 "
46,11:48:01,HOLD_DEV,759.85,11:48,11:40,759.7000122070312,11:45,759.72998046875,759.9299926757812,759.5999755859375,0.15,0.15,103,4,9,MISALIGNED-BENIGN,spy=759.85 ribbon=103c(BULL) vix=16.04(falling) bear=4/10 bull=9/11 htf=null | BULL 9/11 blocked filter_10_seller_bar awaiting buyer
48,11:54:02,HOLD_DEV,759.69,11:54,11:45,759.72998046875,11:50,759.6900024414062,759.8200073242188,759.5900268554688,-0.04,-0.04,90,4,11,ALIGNED,"spy=759.69 ribbon=90c(BULL) vix=16.04(falling) bear=4/10 bull=11/11 htf=null | 11/11 BULL near-miss, ribbon compressing (momentum -13c) bloc"
51,12:03:01,HOLD_DEV,759.7,12:03,11:55,759.6900024414062,12:00,759.5499877929688,759.75,759.4099731445312,0.01,0.01,84,4,9,ALIGNED,spy=759.70 ribbon=84c(BULL) vix=16.04(falling) bear=4/10 bull=9/11 htf=null | seller_bar_blocks_bull_9_11_awaiting_buyer
54,12:12:01,HOLD_DEV,759.87,12:12,12:05,759.72998046875,12:10,759.9000244140625,760.010009765625,759.6599731445312,0.14,0.14,73,4,10,MISALIGNED-BENIGN,spy=759.87 ribbon=73c(BULL) vix=16.04(falling) bear=4/10 bull=10/11 htf=null | bull_10_11_passes_all_filters_but_ribbon_conviction_gate_a_co
56,12:18:01,HOLD_DEV,759.89,12:18,12:10,759.9000244140625,12:15,759.5399780273438,759.8900146484375,759.5,-0.01,-0.01,73,4,11,ALIGNED,"spy=759.89 ribbon=73c(BULL) vix=16.01(falling) bear=4/10 bull=11/11 htf=null | BULL 11/11 filters, ribbon conviction gate A blocks (momentum"
57,12:21:01,HOLD,759.29,12:21,12:15,759.5399780273438,12:20,759.5349731445312,759.6199951171875,759.22998046875,-0.25,-0.25,65,4,11,MISALIGNED-BENIGN,spy=759.29 ribbon=65c(BULL) vix=16.01(falling) bear=4/10 bull=11/11 | ribbon_conviction_gate_a_momentum_compressing_delta_-12c_below_5c_thre
60,12:30:02,(no_decision),,,12:25,759.3499755859375,12:30,759.2750244140625,759.5499877929688,759.239990234375,,,,,,NO_DATA,
61,12:33:01,HOLD[safe+bold],759.35,12:33,12:25,759.3499755859375,12:30,759.2750244140625,759.5499877929688,759.239990234375,0.0,0.0,50,4,8,ALIGNED,"spy=759.35 ribbon=50c(BULL) vix=16.01(falling) bear=4/10 bull=8/11 htf=null | Filter 10 red bar blocker (close<open, seller pressure); ribbo"
63,12:39:01,(no_decision),,,12:30,759.2750244140625,12:35,759.25,759.344970703125,759.0999755859375,,,,,,NO_DATA,
66,12:48:01,HOLD_DEV,759.56,12:48,12:40,759.3300170898438,12:45,759.6649780273438,759.6900024414062,759.27001953125,0.23,0.23,31,4,9,MISALIGNED-BENIGN,spy=759.56 ribbon=31c(BULL) vix=15.96(falling) bear=4/10 bull=9/11 htf=null | BULL level_reclaim_pch_near_miss_blocked_spread+single_trigger
69,12:57:01,HOLD_DEV,759.67,12:57,12:50,759.6799926757812,12:55,759.864990234375,759.9349975585938,759.6273193359375,-0.01,-0.01,34,4,9,ALIGNED,spy=759.67 ribbon=34c(BULL) vix=15.96(falling) bear=4/10 bull=9/11 htf=null | BULL level_reclaim 758.22 blocked by spread@34c+close<open; ne
71,13:03:01,SKIP_RIBBON_MOMENTUM,759.91,13:03,12:55,759.864990234375,13:00,759.905029296875,759.9400024414062,759.7000122070312,0.045,0.045,38,,11,ALIGNED,spy=759.91 ribbon=38c(bull) vix=15.96(falling) bull=11/11_gate_a_fail | ribbon_momentum 4c<5c_threshold
72,13:06:01,HOLD_DEV,759.84,13:06,13:00,759.905029296875,13:05,759.7750244140625,759.969970703125,759.64501953125,-0.065,-0.065,41,4,9,MISALIGNED-BENIGN,spy=759.84 ribbon=41c(BULL) vix=15.96(falling) bear=4/10 bull=9/11 htf=null | bull_9_developing_blocked_spread_41c>30c_close<open_seller_pre
75,13:15:02,(no_decision),,,13:10,759.89501953125,13:15,759.3599853515625,759.9099731445312,759.280029296875,,,,,,NO_DATA,
76,13:18:01,(no_decision),,,13:10,759.89501953125,13:15,759.3599853515625,759.9099731445312,759.280029296875,,,,,,NO_DATA,
78,13:24:01,HOLD,759.36,13:24,13:15,759.3599853515625,13:20,759.1599731445312,759.489990234375,759.0999755859375,0.0,0.0,33,4,7,ALIGNED,spy=759.36 ribbon=33c(BULL) vix=15.96(falling) bear=4/10 bull=7/11 htf=null | BULL blocked spread+close<open; BEAR ruled out by vix<17.30+ri
81,13:33:01,(no_decision),,,13:25,759.0250244140625,13:30,759.0499877929688,759.3189697265625,758.969970703125,,,,,,NO_DATA,
84,13:42:01,HOLD,758.81,13:42,13:35,758.823486328125,13:40,759.0900268554688,759.1900024414062,758.7899780273438,-0.0135,-0.0135,4,4,4,ALIGNED,spy=758.81 ribbon=4c(MIXED) vix=15.99(falling) bear=4/10 bull=4/11 htf=null | ribbon_flipped_bull_to_mixed_invalidates_prior_near_miss
86,13:48:01,HOLD,759.1,13:48,13:40,759.0900268554688,13:45,759.22998046875,759.260009765625,759.030029296875,0.01,0.01,5,5,8,ALIGNED,spy=759.10 ribbon=5c(MIXED) vix=15.95(falling) bear=5/10 bull=8/11 htf=null | ribbon_mixed+no_triggers
87,13:51:01,HOLD_DEV,759.26,13:51,13:45,759.22998046875,13:50,759.1199951171875,759.3099975585938,759.0999755859375,0.03,0.03,4,4,9,ALIGNED,"spy=759.26 ribbon=4c(MIXED) vix=15.96(falling) bear=4/10 bull=9/11 htf=null | ribbon flipped mixed, spread blocks bull; vix bars bear"
90,14:00:01,HOLD,758.89,14:00,13:55,758.875,14:00,758.8900146484375,759.0399780273438,758.8099975585938,0.015,0.015,16,6,4,ALIGNED,spy=758.89 ribbon=16c(MIXED) vix=15.96(falling) bear=6/10 bull=4/11 htf=null | ribbon_mixed_blocks_both_setup_blockers
91,14:03:01,HOLD,758.95,14:03,13:55,758.875,14:00,758.8900146484375,759.0399780273438,758.8099975585938,0.075,0.075,10,0,0,MISALIGNED-BENIGN,spy=758.95 ribbon=10c(MIXED) vix=15.96(cached) bear=0/10 bull=0/11 htf=null | ribbon_stack_mixed_both_filter_5_fail
93,14:09:01,(no_decision),,,14:00,758.8900146484375,14:05,759.1400146484375,759.1799926757812,758.885009765625,,,,,,NO_DATA,
121,15:33:01,HOLD,759.38,15:33,15:25,759.3300170898438,15:30,759.4400024414062,759.489990234375,759.2999877929688,0.05,0.05,10,0,0,ALIGNED,"spy=759.38 ribbon=10c(MIXED) vix=15.96(falling) bear=0/10 bull=0/11 htf=null | past entry cutoff 15:00 ET, ribbon MIXED blocks both, hard ti"
126,15:48:01,HOLD,758.95,15:48,15:40,759.1699829101562,15:45,759.4349975585938,759.4500122070312,759.1199951171875,-0.22,-0.22,10,0,0,MISALIGNED-BENIGN,"spy=758.95 ribbon=10c(MIXED) vix=15.96(falling,75min_stale) bear=0/10 bull=0/11 | past 15:00 ET entry cutoff, no entry window"
