tick_id,fire_at,decision,claimed_spy,claimed_bar_label,last_closed_bar_open,last_closed_close,in_progress_bar_open,in_progress_close_so_far,in_progress_high,in_progress_low,divergence_vs_closed,divergence_dollars,ribbon_cents,bear_score,bull_score,classification,notes
71,13:03:02,HOLD,736.13,13:03,12:55,736.1199951171875,13:00,736.6300048828125,736.760009765625,735.9199829101562,0.01,0.01,18,4,2,ALIGNED,spy=736.13 ribbon=18c(MIXED) vix=17.80(declining) bear=4/10 bull=2/11 htf=null | ribbon_compressed_18c_vix_declining_light_vol
75,13:15:02,HOLD,736.88,13:15,13:10,736.8800048828125,13:15,737.280029296875,737.3800048828125,736.8699951171875,-0.0,-0.0,143,3,2,ALIGNED,spy=736.88 ribbon=143c(BULL) vix=17.82(declining) bear=3/10 bull=2/11 htf=n/a | ribbon_flipped_bull_from_mixed_vix_blocks_bear_no_trigger
76,13:18:02,(no_decision),,,13:10,736.8800048828125,13:15,737.280029296875,737.3800048828125,736.8699951171875,,,,,,NO_DATA,
78,13:24:02,(no_decision),,,13:15,737.280029296875,13:20,737.5,737.6500244140625,737.0800170898438,,,,,,NO_DATA,
81,13:33:02,HOLD,736.88,13:33,13:25,736.97998046875,13:30,736.77001953125,737.5700073242188,736.77001953125,-0.1,-0.1,143,3,2,MISALIGNED-BENIGN,spy=736.88 ribbon=143c(BULL) vix=17.82(declining) bear=3/10 bull=2/11 htf=null | VIX exceeds bull_max; bearish blocked by BULL ribbon + decl
86,13:48:02,HOLD,737.13,13:48,13:40,737.1199951171875,13:45,736.72998046875,737.1599731445312,736.3099975585938,0.01,0.01,143,3,2,ALIGNED,spy=737.13 ribbon=143c(BULL) vix=17.82(declining) bear=3/10 bull=2/11 htf=null | no_triggers_bear_f8_vix_declining
91,14:03:02,(no_decision),,,13:55,736.77001953125,14:00,736.9099731445312,737.0399780273438,736.6099853515625,,,,,,NO_DATA,
93,14:09:02,(no_decision),,,14:00,736.9099731445312,14:05,737.1099853515625,737.1799926757812,736.6699829101562,,,,,,NO_DATA,
96,14:18:02,(no_decision),,,14:10,736.99462890625,14:15,736.8099975585938,737.1099853515625,736.5800170898438,,,,,,NO_DATA,
99,14:27:02,HOLD,736.45,14:27,14:20,736.25,14:25,735.8800048828125,736.739990234375,735.8400268554688,0.2,0.2,87,4,9,MISALIGNED-BENIGN,spy=736.45 ribbon=87c(BULL) vix=17.80(declining) bear=4/10 bull=9/11 htf=MIXED | bull blocked F10_seller_pressure
101,14:33:02,SKIP,735.87,14:33,14:25,735.8800048828125,14:30,736.0700073242188,736.27001953125,735.5750122070312,-0.01,-0.01,58,4,11,ALIGNED,spy=735.87 ribbon=58c(BULL) vix=17.80(Γåô) bear=4/10 bull=11/11 htf=MIXED | VIX-cache-stale-blocks-both; bear-F5+8+9+10; awaiting-level-even
106,14:48:02,(no_decision),,,14:40,735.8499755859375,14:45,735.6749877929688,735.8599853515625,735.3400268554688,,,,,,NO_DATA,
111,15:03:02,HOLD,736.72,15:03,14:55,734.4500122070312,15:00,734.5599975585938,734.9400024414062,734.3699951171875,2.27,2.27,58,0,0,MISALIGNED-CRITICAL,spy=736.72 ribbon=58c(BULL) vix=17.80(declining) bear=0/10 bull=0/11 htf=MIXED | time gate closed 15:00 ET entry cutoff
116,15:18:02,HOLD,736.72,15:18,15:10,736.010009765625,15:15,735.3400268554688,736.1500244140625,735.3099975585938,0.71,0.71,58,4,11,MISALIGNED-BENIGN,spy=736.72 ribbon=58c(BULL) vix=17.80(declining) bear=4/10 bull=11/11 htf=MIXED | time after 15:00 ET entry cutoff; no new entries allowed
121,15:33:02,HOLD,734.75,15:33,15:25,734.77001953125,15:30,734.3099975585938,735.010009765625,734.2899780273438,-0.02,-0.02,45,7,11,ALIGNED,spy=734.75 ribbon=45c(BEAR) vix=17.80(cached) bear=7/10 bull=11/11 htf=MIXED | past_15:00_entry_cutoff
126,15:48:02,HOLD,736.72,15:48,15:40,733.8599853515625,15:45,733.7999877929688,734.0700073242188,733.614990234375,2.86,2.86,58,4,11,MISALIGNED-CRITICAL,spy=736.72 ribbon=58c(BULL) vix=17.80(declining) bear=4/10 bull=11/11 htf=MIXED | past_entry_cutoff_15:00_ET_no_action
