tick_id,fire_at,decision,claimed_spy,claimed_bar_label,last_closed_bar_open,last_closed_close,in_progress_bar_open,in_progress_close_so_far,in_progress_high,in_progress_low,divergence_vs_closed,divergence_dollars,csv_lag_minutes,ribbon_cents,bear_score,bull_score,classification,notes
42,11:36:02,HOLD_DEV,752.65,11:36,11:30,753.1699829101562,11:35,752.8200073242188,753.4199829101562,752.6300048828125,-0.52,-0.52,1.0,64,7,4,MISALIGNED-BENIGN,spy=752.65 ribbon=64c(BEAR) vix=15.90(falling) bear=7/10 bull=4/11 | VIX falling blocks bear; ribbon BEAR blocks bull
46,11:48:02,HOLD_DEV,752.5,11:48,11:40,752.510009765625,11:45,752.2299194335938,752.6400146484375,751.7100219726562,-0.01,-0.01,3.0,70,4,10,ALIGNED,spy=752.50 ribbon=70c(BULL) vix=16.13(rising) bear=4/10 bull=10/11 htf=null | BULL_10/11_red_bar_filter_10_blocks_needs_green
48,11:54:02,HOLD,752.98,11:54,11:45,752.2299194335938,11:50,753.1900024414062,753.239990234375,752.030029296875,0.7501,0.7501,4.0,78,5,4,MISALIGNED-BENIGN,spy=752.98 ribbon=78c(BEAR) vix=16.13(rising) bear=5/10 bull=4/11 | bear_blocked_f6_spread bull_blocked_f5_ribbon
51,12:03:02,HOLD,753.5,12:03,11:55,752.75,12:00,753.3201293945312,753.6199951171875,752.719970703125,0.75,0.75,3.0,65,0,0,MISALIGNED-BENIGN,spy=753.50 ribbon=65c(BULL) vix=16.13(rising) bear=0/10 bull=0/11 htf=null | bear_F5_ribbon_bull_f10_red_bar_no_buyers
54,12:12:02,HOLD,753.5,12:12,12:05,753.5,12:10,753.6500244140625,753.969970703125,753.3599853515625,0.0,0.0,2.0,41,7,4,ALIGNED,spy=753.50 ribbon=41c(BULL) vix=16.13(cached) bear=7/10 bull=4/11 htf=null | vix 16.13 < 17.30 threshold blocks entry
56,12:18:02,HOLD,753.57,12:18,12:10,753.6500244140625,12:15,753.5999755859375,753.8300170898438,753.2999877929688,-0.08,-0.08,3.0,29,0,0,MISALIGNED-BENIGN,spy=753.57 ribbon=29c(BEAR) vix=16.13(rising) bear=0/10 bull=0/11 htf=null | ribbon flipped BEAR 11:48ΓåÆ12:18 but vix<17.30 + bar shows buy
61,12:33:02,(no_decision),,,12:25,753.3599853515625,12:30,752.489990234375,753.4199829101562,752.4650268554688,,,3.0,,,,NO_DATA,
63,12:39:03,HOLD,752.62,12:39,12:30,752.489990234375,12:35,752.72998046875,752.8400268554688,752.4000244140625,0.13,0.13,4.0,14,,,MISALIGNED-BENIGN,spy=752.62 ribbon=14c(MIXED) vix=16.13(rising) bear=ΓêÆ/10 bull=ΓêÆ/11 | no_trade_window_12:50-13:20_treasury_auction
66,12:48:02,HOLD,753.05,12:48,12:40,753.0399780273438,12:45,752.739501953125,753.2000122070312,752.7100219726562,0.01,0.01,3.0,31,7,6,ALIGNED,spy=753.05 ribbon=31c(MIXED) vix=16.13(rising) bear=7/10 bull=6/11 | bear blocked vix<=17.30; bull blocked ribbon not bull-stacked; preaucti
69,12:57:02,SKIP_NEWS,753.05,12:57,12:50,752.5900268554688,12:55,752.72998046875,752.77001953125,752.3319702148438,0.46,0.46,2.0,31,7,6,STALE_PAUSED,spy=753.05 ribbon=31c(MIXED) vix=16.13(rising) bear=7/10 bull=6/11 htf=null | treasury_auction_no_trade_window_12:50-13:20_et
71,13:03:02,SKIP_NEWS,753.05,13:03,12:55,752.72998046875,13:00,752.4500122070312,752.739990234375,752.27001953125,0.32,0.32,3.0,31,7,6,STALE_PAUSED,spy=753.05 ribbon=31c(MIXED) vix=16.13(rising) bear=7/10 bull=6/11 | inside_no_trade_window_treasury_auction_1250-1320_et
76,13:18:02,HOLD,752.59,13:18,13:10,752.6099853515625,13:15,752.1199951171875,752.7100219726562,752.0819091796875,-0.02,-0.02,3.0,46,,,ALIGNED,spy=752.59 ribbon=BEAR(46c) vix=16.13(rising) bear=SKIP bull=SKIP | treasury_auction_no_trade_12:50-13:20_ET
81,13:33:02,HOLD,751.97,13:33,13:25,752.1900024414062,13:30,752.0700073242188,752.27001953125,751.9099731445312,-0.22,-0.22,3.0,58,5,4,MISALIGNED-BENIGN,"spy=751.97 ribbon=58c(BEAR) vix=15.93(falling) bear=5/10 bull=4/11 htf=null | ribbon spread too wide (58c), both filters blocked; past Treas"
86,13:48:02,HOLD_DEV,751.94,13:48,13:40,751.9400024414062,13:45,752.1099853515625,752.1199951171875,751.6799926757812,-0.0,-0.0,3.0,67,7,6,ALIGNED,spy=751.94 ribbon=67c(BULL) vix=16.13(rising) bear=7/10 bull=6/11 htf=null | level_reject_752_but_vix<17.30_blocks_bear
91,14:03:02,HOLD,752.11,14:03,13:55,752.1199951171875,14:00,752.1500244140625,752.2899780273438,751.9600219726562,-0.01,-0.01,3.0,52,7,6,ALIGNED,"spy=752.11 ribbon=52c(BEAR) vix=15.85(falling) bear=7/10 bull=6/11 htf=null | vix falling, below bear threshold"
93,14:09:02,HOLD,752.01,14:09,14:00,752.1500244140625,14:05,751.9600219726562,752.219970703125,751.9099731445312,-0.14,-0.14,4.0,49,7,6,MISALIGNED-BENIGN,spy=752.01 ribbon=49c(BEAR) vix=15.85(falling) bear=7/10 bull=6/11 htf=null | VIX falling blocks bear; ribbon BEAR blocks bull
96,14:18:02,HOLD,752.08,14:18,14:10,752.02001953125,14:15,751.9500122070312,752.1400146484375,751.719970703125,0.06,0.06,3.0,50,0,0,MISALIGNED-BENIGN,spy=752.08 ribbon=50c(BEAR) vix=15.85(cached) bear=0/10 bull=0/11 | vix_low + buyer_bar blocks both
101,14:33:02,HOLD_DEV,751.88,14:30,14:25,752.135009765625,14:30,751.8499755859375,752.22998046875,751.760009765625,-0.255,-0.255,3.0,43,0,11,MISALIGNED-BENIGN,spy=751.88 ribbon=43c(BULL) vix=15.85(falling) bear=0/10 bull=11/11 htf=null | BULL 11/11 triggered (level_reclaim + ribbon_flip) but ribbon
106,14:48:02,HOLD,752.2,14:48,14:40,752.114990234375,14:45,751.8099975585938,752.25,751.7999877929688,0.085,0.085,3.0,38,7,6,MISALIGNED-BENIGN,"spy=752.20 ribbon=38c(BEAR) vix=15.85(falling) bear=7/10 bull=6/11 | ribbon BEAR, vix<17.30, seller pressure missing"
111,15:03:02,HOLD,752.11,15:03,14:55,751.780029296875,15:00,751.7301025390625,751.8599853515625,751.3599853515625,0.33,0.33,3.0,52,7,6,MISALIGNED-BENIGN,"spy=752.11 ribbon=52c(BEAR) vix=15.85(falling) bear=7/10 bull=6/11 | entry_window_closed 15:00, VIX_falling"
116,15:18:02,HOLD,750.62,15:18,15:10,750.9849853515625,15:15,751.010009765625,751.0399780273438,750.0800170898438,-0.365,-0.365,3.0,59,7,6,MISALIGNED-BENIGN,"spy=750.62 ribbon=59c(BEAR) vix=15.85(falling) bear=7/10 bull=6/11 htf=null | post-cutoff flat, ribbon-bear but vix-falling blocks"
121,15:33:02,HOLD,751.04,15:33,15:25,751.219970703125,15:30,750.6699829101562,751.3200073242188,750.6599731445312,-0.18,-0.18,3.0,62,5,5,MISALIGNED-BENIGN,spy=751.04 ribbon=62c(BEAR) vix=15.85(falling) bear=5/10 bull=5/11 | post-entry-window closed 15:00; ribbon BEAR blocks bull; VIX falling bl
126,15:48:02,HOLD,752.11,15:48,15:40,750.989990234375,15:45,750.7999877929688,751.0399780273438,750.5499877929688,1.12,1.12,3.0,52,7,6,MISALIGNED-BENIGN,spy=752.11 ribbon=52c(BEAR) vix=15.85(falling) bear=7/10 bull=6/11 htf=null | entry_window_closed_09:35-15:00_no_setup
