tick_id,fire_at,decision,claimed_spy,claimed_bar_label,last_closed_bar_open,last_closed_close,in_progress_bar_open,in_progress_close_so_far,in_progress_high,in_progress_low,divergence_vs_closed,divergence_dollars,ribbon_cents,bear_score,bull_score,classification,notes
41,11:33:02,HOLD,735.62,11:33,11:25,735.6199951171875,11:30,736.510009765625,736.5700073242188,735.2100219726562,0.0,0.0,132,6,7,ALIGNED,spy=735.62 ribbon=132c(BULL) vix=18.79(rising) bear=6/10 bull=7/11 htf=null | ribbon_bull_stack blocks bear; vix_high_blocks_bull
46,11:48:02,(no_decision),,,11:40,736.260009765625,11:45,736.537109375,736.97998046875,736.1500244140625,,,,,,NO_DATA,
51,12:03:02,(no_decision),,,11:55,736.280029296875,12:00,735.864990234375,736.47998046875,735.719970703125,,,,,,NO_DATA,
56,12:18:03,HOLD,736.92,12:18,12:10,736.9600219726562,12:15,737.2100219726562,737.3499755859375,736.8599853515625,-0.04,-0.04,95,6,10,ALIGNED,spy=736.92 ribbon=95c(BULL) vix=18.35(falling) bear=6/10 bull=10/11 htf=null | BULL blocked spread; BEAR blocked ribbon+VIX
57,12:21:02,(no_decision),,,12:15,737.2100219726562,12:20,736.7509765625,737.9299926757812,736.469970703125,,,,,,NO_DATA,
60,12:30:02,HOLD_DEV,734.33,12:30,12:25,734.8300170898438,12:30,735.4500122070312,735.8400268554688,734.2249755859375,-0.5,-0.5,77,8,9,MISALIGNED-BENIGN,spy=734.33 ribbon=77c(BULL) vix=18.35(falling) bear=8/10 bull=9/11 | vol-spike selloff -2.8% 5min but VIX 18.35 blocks BULL <17.2
61,12:33:02,HOLD,735.65,12:33,12:25,734.8300170898438,12:30,735.4500122070312,735.8400268554688,734.2249755859375,0.82,0.82,98,7,4,MISALIGNED-BENIGN,spy=735.65 ribbon=98c(BEAR) vix=18.35(falling) bear=7/10 bull=4/11 htf=null | VIX falling blocks BEAR; low vol + zero HTF conviction block B
66,12:48:03,(no_decision),,,12:40,735.1400146484375,12:45,735.469970703125,735.5499877929688,735.0999755859375,,,,,,NO_DATA,
69,12:57:02,HOLD_DEV,737.22,12:57,12:50,736.7999877929688,12:55,736.489990234375,737.3399047851562,736.380126953125,0.42,0.42,90,9,8,MISALIGNED-BENIGN,"spy=737.22 ribbon=90c(BEAR) vix=18.58(rising) bear=9/10 bull=8/11 | ribbon flipped BEAR, need RED bar for entry; VIX 18.58 rising blocks BUL"
71,13:03:02,HOLD,736.5,13:05,12:55,736.489990234375,13:00,736.8900146484375,736.9500122070312,735.9400024414062,0.01,0.01,77,7,5,ALIGNED,spy=736.50 ribbon=77c(BULL) vix=18.58(rising) bear=7/10 bull=5/11 htf=null | neither_threshold_no_setup
76,13:18:02,HOLD_DEV,737.22,13:18,13:10,736.760009765625,13:15,737.239990234375,737.4199829101562,736.6199951171875,0.46,0.46,35,8,8,MISALIGNED-BENIGN,spy=737.22 ribbon=35c(BULL) vix=18.58(rising) bear=8/10 bull=8/11 htf=null | VIX rising blocks bull; ribbon BULL blocks bear
78,13:24:02,HOLD,737.24,13:24,13:15,737.239990234375,13:20,736.885009765625,737.280029296875,736.6599731445312,0.0,0.0,21,4,7,ALIGNED,spy=737.24 ribbon=21c(MIXED) vix=18.34(falling) bear=4/10 bull=7/10 htf=null | ribbon_tight_chop_zone
81,13:33:02,HOLD,736.85,13:33,13:25,737.3599853515625,13:30,736.8250122070312,737.4199829101562,736.6599731445312,-0.51,-0.51,21,6,6,MISALIGNED-BENIGN,spy=736.85 ribbon=21c(MIXED) vix=18.34(falling) bear=6/10 bull=6/11 htf=null | chop_zone_no_triggers
84,13:42:03,HOLD_DEV,736.42,13:42,13:35,736.4299926757812,13:40,736.8099975585938,737.125,736.3599853515625,-0.01,-0.01,13,8,6,ALIGNED,spy=736.42 ribbon=13c(MIXED) vix=18.34(falling) bear=8/10 bull=6/11 htf=null | ribbon MIXED + tight spread block bear; VIX 18.34 > 17.20 gat
86,13:48:02,HOLD,736.83,13:48,13:40,736.8099975585938,13:45,736.6799926757812,736.9299926757812,736.3800048828125,0.02,0.02,21,4,7,ALIGNED,spy=736.83 ribbon=21c(MIXED) vix=18.34(falling) bear=4/10 bull=7/11 htf=null | ribbon_mixed_tight_spread_vix_above_bull_17.20_gate
91,14:03:02,HOLD_DEV,737.03,14:03,13:55,737.030029296875,14:00,735.8599853515625,737.14501953125,735.8200073242188,-0.0,-0.0,12,6,9,ALIGNED,"spy=737.03 ribbon=12c(MIXED) vix=18.34(falling) bear=6/10 bull=9/11 | BULL near-miss (9/11), ribbon+spread blockers"
93,14:09:02,(no_decision),,,14:00,735.8599853515625,14:05,735.5750122070312,736.080078125,735.4000244140625,,,,,,NO_DATA,
96,14:18:03,(no_decision),,,14:10,735.0599975585938,14:15,734.4600219726562,735.1300048828125,734.2000122070312,,,,,,NO_DATA,
99,14:27:02,HOLD,734.3,14:27,14:20,734.3200073242188,14:25,734.7100219726562,734.75,733.7100219726562,-0.02,-0.02,98,8,8,ALIGNED,spy=734.30 ribbon=98c(BEAR) vix=18.34(old_cache) bear=8/10 bull=8/11 | vix_cache_stale_67m_f8_vix_falling_not_rising_blocks_bear
101,14:33:02,HOLD_DEV,734.72,14:33,14:25,734.7100219726562,14:30,734.780029296875,735.1799926757812,734.510009765625,0.01,0.01,104,4,7,ALIGNED,spy=734.72 ribbon=104c(BULL) vix=18.3(falling) bear=4/10 bull=7/11 htf=null | ribbon_flip_pass but vol_divergence_blocks bull; bear_ribbon_r
106,14:48:02,(no_decision),,,14:40,734.5700073242188,14:45,733.9299926757812,734.739990234375,733.8900146484375,,,,,,NO_DATA,
108,14:54:02,HOLD,733.92,14:54,14:45,733.9299926757812,14:50,733.719970703125,734.1099853515625,733.469970703125,-0.01,-0.01,122,7,0,ALIGNED,spy=733.92 ribbon=122c(BEAR) vix=18.34(falling) bear=7/10 bull=0/11 | bear_blocked_vix_not_rising_bull_blocked_ribbon_not_bull
111,15:03:03,HOLD,737.46,15:03,14:55,733.6699829101562,15:00,736.4099731445312,738.02001953125,733.6199951171875,3.79,3.79,138,7,0,MISALIGNED-BENIGN,"spy=737.46 ribbon=138c(BULL) vix=18.34(cached,88min) bear=7/10 bull=0/11 htf=null | past_entry_cutoff_15_00_no_new_closed_bars_since_14_45"
116,15:18:02,HOLD,736.06,15:18,15:10,736.0599975585938,15:15,735.75,736.5,735.5800170898438,0.0,0.0,44,7,0,ALIGNED,spy=736.06 ribbon=44c(BEAR) vix=18.34(cached) bear=7/10 bull=0/11 htf=null | entry_window_closed_after_15:00_et
121,15:33:02,HOLD,736.08,15:33,15:25,735.52001953125,15:30,736.0800170898438,736.3400268554688,735.280029296875,0.56,0.56,32,0,0,MISALIGNED-BENIGN,spy=736.08 ribbon=32c(BULL) vix=18.34(falling) bear=0/10 bull=0/11 | post_15:00_cutoff_no_entries
126,15:48:02,HOLD,737.77,15:48,15:40,737.760009765625,15:45,738.2899780273438,738.469970703125,737.5399780273438,0.01,0.01,38,0,0,ALIGNED,spy=737.77 ribbon=38c(MIXED) vix=18.34(stale-falling) bear=0/10 bull=0/11 htf=null | time_gate blocks both (past 15:00 ET cutoff); VIX refre
