date,time_entry,time_exit,setup,contract,dte,strike,c_or_p,qty,entry_px,exit_px,tp1_px,premium_paid,dollar_pnl,pct_return_on_premium,exit_reason,rejection_level,triggers_fired,delta_at_entry,iv_at_entry,iv_regime,vix_at_entry,tod_bucket,hold_minutes,bars_held,max_adverse_premium,max_favorable_premium
2026-05-21,13:25:00,14:45:00,BULLISH_RECLAIM_RIDE_THE_RIBBON,SPY 2026-05-21 740C,0,740,C,15,2.48,2.48,3.22,3720.0,744.0,0.2,TP1_THEN_RUNNER_RIBBON,741.3,level_reclaim|ribbon_flip|confluence,0.0,0.1696,MID,16.96,MIDDAY,85,17,2.38,4.95
2026-05-22,13:00:00,13:05:00,BEARISH_REJECTION_RIDE_THE_RIBBON,SPY 2026-05-22 749P,0,749,P,3,2.02,1.86,,606.0,-48.48,-0.08,EXIT_ALL_PREMIUM_STOP,,trendline_rejection,0.0,0.1651,MID,16.51,MIDDAY,10,2,1.65,2.02
2026-05-22,15:50:00,15:55:00,BEARISH_REJECTION_RIDE_THE_RIBBON,SPY 2026-05-22 747P,0,747,P,20,1.71,1.57,,3420.0,-273.6,-0.08,EXIT_ALL_PREMIUM_STOP,,trendline_rejection,0.0,0.1689,MID,16.89,POWER_HOUR,10,2,0.87,1.71
2026-05-28,10:15:00,10:20:00,BULLISH_RECLAIM_RIDE_THE_RIBBON,SPY 2026-05-28 751C,0,751,C,15,2.67,2.46,,4005.0,-320.4,-0.08,EXIT_ALL_PREMIUM_STOP,750.24,level_reclaim|ribbon_flip|confluence,0.0,0.1544,MID,15.44,MORNING,10,2,1.84,2.72
2026-05-29,10:55:00,13:20:00,BULLISH_RECLAIM_RIDE_THE_RIBBON,SPY 2026-05-29 754C,0,754,C,10,2.59,2.59,3.37,2590.0,466.2,0.18,TP1_THEN_RUNNER_RIBBON,754.91,level_reclaim|confluence,0.0,0.1519,MID,15.19,MORNING,150,30,2.53,3.91
2026-06-01,13:30:00,13:35:00,BULLISH_RECLAIM_RIDE_THE_RIBBON,SPY 2026-06-01 757C,0,757,C,10,1.72,1.58,,1720.0,-137.6,-0.08,EXIT_ALL_PREMIUM_STOP,758.05,level_reclaim|confluence,0.0,0.1596,MID,15.96,MIDDAY,10,2,1.1,1.72
2026-06-01,15:45:00,15:50:00,BEARISH_REJECTION_RIDE_THE_RIBBON,SPY 2026-06-01 761P,0,761,P,3,1.98,2.76,,594.0,234.0,0.3939,EXIT_ALL_TIME_STOP,,trendline_rejection,0.0,0.1598,MID,15.98,POWER_HOUR,10,2,1.98,2.78
2026-06-02,11:05:00,11:10:00,BEARISH_REJECTION_RIDE_THE_RIBBON,SPY 2026-06-02 761P,0,761,P,3,1.85,1.7,,555.0,-44.4,-0.08,EXIT_ALL_PREMIUM_STOP,,trendline_rejection,0.0,0.1607,MID,16.07,MORNING,10,2,1.39,1.85
2026-06-02,13:10:00,13:15:00,BEARISH_REJECTION_RIDE_THE_RIBBON,SPY 2026-06-02 762P,0,762,P,20,2.4,2.68,,4800.0,560.0,0.1167,EXIT_ALL_RIBBON_FLIP_BACK,,trendline_rejection,0.0,0.1594,MID,15.94,MIDDAY,10,2,2.23,2.76
2026-06-03,12:25:00,12:30:00,BEARISH_REJECTION_RIDE_THE_RIBBON,SPY 2026-06-03 756P,0,756,P,3,2.35,2.16,,705.0,-56.4,-0.08,EXIT_ALL_PREMIUM_STOP,,trendline_rejection,0.0,0.1646,MID,16.46,MIDDAY,10,2,1.94,2.35
2026-06-04,10:35:00,10:40:00,BEARISH_REJECTION_RIDE_THE_RIBBON,SPY 2026-06-04 756P,0,756,P,3,2.53,2.33,,759.0,-60.72,-0.08,EXIT_ALL_PREMIUM_STOP,,trendline_rejection,0.0,0.1572,MID,15.72,MORNING,10,2,2.27,2.66
2026-06-04,12:25:00,12:30:00,BULLISH_RECLAIM_RIDE_THE_RIBBON,SPY 2026-06-04 755C,0,755,C,10,1.92,1.77,,1920.0,-153.6,-0.08,EXIT_ALL_PREMIUM_STOP,756.4,level_reclaim|confluence,0.0,0.1552,MID,15.52,MIDDAY,10,2,1.44,1.92
2026-06-05,11:10:00,11:25:00,BEARISH_REJECTION_RIDE_THE_RIBBON::BS_FALLBACK,SPY 2026-06-05 748P,0,748,P,3,1.01,1.01,1.31,302.34,60.47,0.2,TP1_THEN_RUNNER_BE_STOP,0.0,trendline_rejection,-0.4559,0.1654,MID,16.54,MORNING,15,3,0.8,1.38
2026-06-08,11:40:00,11:55:00,BULLISH_RECLAIM_RIDE_THE_RIBBON,SPY 2026-06-08 742C,0,742,C,10,2.48,2.28,,2480.0,-198.4,-0.08,EXIT_ALL_PREMIUM_STOP,742.0,level_reclaim|confluence,0.0,0.1834,MID,18.34,MIDDAY,20,4,1.79,2.97
2026-06-08,13:05:00,13:10:00,BEARISH_REJECTION_RIDE_THE_RIBBON,SPY 2026-06-08 743P,0,743,P,22,2.75,2.53,,6050.0,-484.0,-0.08,EXIT_ALL_PREMIUM_STOP,741.58,level_rejection,0.0,0.1867,MID,18.67,MIDDAY,10,2,2.49,3.2
2026-06-08,13:35:00,13:50:00,BEARISH_REJECTION_RIDE_THE_RIBBON,SPY 2026-06-08 744P,0,744,P,15,2.78,2.78,3.61,4170.0,834.0,0.2,TP1_THEN_RUNNER_RIBBON,742.08,level_rejection|confluence|trendline_rejection,0.0,0.1855,MID,18.55,MIDDAY,20,4,2.52,3.7
2026-06-09,10:25:00,10:30:00,BULLISH_RECLAIM_RIDE_THE_RIBBON,SPY 2026-06-09 740C,0,740,C,10,3.18,2.93,,3180.0,-254.4,-0.08,EXIT_ALL_PREMIUM_STOP,740.58,level_reclaim|confluence,0.0,0.1823,MID,18.23,MORNING,10,2,2.22,3.18
2026-06-09,11:20:00,14:30:00,BEARISH_REJECTION_RIDE_THE_RIBBON,SPY 2026-06-09 738P,0,738,P,10,3.12,7.8,4.06,3120.0,2433.6,0.78,TP1_THEN_RUNNER_TARGET,737.4,level_rejection|confluence,0.0,0.1926,MID,19.26,MORNING,195,39,2.76,15.0
2026-06-10,11:10:00,11:20:00,BEARISH_REJECTION_RIDE_THE_RIBBON::BS_FALLBACK,SPY 2026-06-10 731P,0,731,P,3,1.66,1.66,2.16,497.67,99.53,0.2,TP1_THEN_RUNNER_BE_STOP,731.75,level_rejection|ribbon_flip|confluence,-0.5311,0.2194,MID,21.94,MORNING,10,2,0.86,2.34
2026-06-11,10:05:00,10:10:00,BEARISH_REJECTION_RIDE_THE_RIBBON::BS_FALLBACK,SPY 2026-06-11 730P,0,730,P,3,1.55,2.91,,464.08,407.86,0.8789,EXIT_ALL_RIBBON_FLIP_BACK,0.0,trendline_rejection,-0.4904,0.21,MID,21.0,OPEN_DRIVE,5,1,1.5,2.96
2026-06-11,10:55:00,11:05:00,BEARISH_REJECTION_RIDE_THE_RIBBON::BS_FALLBACK,SPY 2026-06-11 726P,0,726,P,3,1.76,1.76,2.28,526.61,105.32,0.2,TP1_THEN_RUNNER_BE_STOP,727.0,level_rejection|ribbon_flip|confluence,-0.5381,0.2232,HIGH,22.32,MORNING,10,2,0.93,2.45
2026-06-12,10:55:00,11:00:00,BULLISH_RECLAIM_RIDE_THE_RIBBON,SPY 2026-06-12 740C,0,740,C,10,3.82,3.51,,3820.0,-305.6,-0.08,EXIT_ALL_PREMIUM_STOP,737.46,level_reclaim|confluence,0.0,0.1892,MID,18.92,MORNING,10,2,3.44,4.35
2026-06-12,15:15:00,15:20:00,BEARISH_REJECTION_RIDE_THE_RIBBON,SPY 2026-06-12 743P,0,743,P,3,1.92,1.77,,576.0,-46.08,-0.08,EXIT_ALL_PREMIUM_STOP,,trendline_rejection,0.0,0.1826,MID,18.26,POWER_HOUR,10,2,1.58,1.92
2026-06-16,10:10:00,10:15:00,BULLISH_RECLAIM_RIDE_THE_RIBBON,SPY 2026-06-16 753C,0,753,C,10,2.6,2.39,,2600.0,-208.0,-0.08,EXIT_ALL_PREMIUM_STOP,754.21,level_reclaim|confluence,0.0,0.158,MID,15.8,OPEN_DRIVE,10,2,1.74,2.6
2026-06-16,11:40:00,11:45:00,BEARISH_REJECTION_RIDE_THE_RIBBON,SPY 2026-06-16 755P,0,755,P,3,2.44,2.96,,732.0,156.0,0.2131,EXIT_ALL_RIBBON_FLIP_BACK,,trendline_rejection,0.0,0.1594,MID,15.94,MIDDAY,10,2,2.44,3.41
